entities,Intermediate,Negative,Positive,General Opinion
"Angry Birds, Rovio, Ruby Games",0.0,1.0,0.0,Negative
Animal Crossing,0.0,0.0,1.0,Positive
Animal Crossing New Horizons,0.0,0.0,1.0,Positive
Animal Crossing New Horizons Happy Home Paradise,0.0,0.0,2.0,Positive
AnimalCrossing Direct,1.0,0.0,0.0,Intermediate
Animals Of Farthing Wood,0.0,1.0,0.0,Negative
Animoca Brands,3.0,0.0,0.0,Intermediate
"Animoca Brands, Blowfish Studios, Phantom Galaxies, NFT",2.0,0.0,0.0,Intermediate
"Animoca Brands, Brinc, NFT",3.0,0.0,0.0,Intermediate
"Animoca Brands, NFT, https://t.co/2EdAvK19K4",1.0,0.0,0.0,Intermediate
Annapurna Interactive,1.0,0.0,0.0,Intermediate
Annapurna Interactive Showcase,0.0,1.0,1.0,Negative
Answer World Quest,1.0,0.0,0.0,Intermediate
Anti-Defamation League,1.0,0.0,0.0,Intermediate
Antivan Crow,0.0,0.0,1.0,Positive
Antler Interactive,1.0,0.0,0.0,Intermediate
"Antstream Arcade

https://t.co/Mh4HvxpcAL",0.0,0.0,1.0,Positive
Aoife,0.0,1.0,1.0,Negative
"Aoife, Nostromo",0.0,0.0,1.0,Positive
Apex Legends,7.0,3.0,4.0,Intermediate
Apex Legends Mobile’s,1.0,0.0,0.0,Intermediate
Apex Legends and Star,0.0,1.0,0.0,Negative
Apex Legends and Star Wars Squadrons,0.0,1.0,0.0,Negative
Apex Legends',3.0,1.0,2.0,Intermediate
"Apex Legends' Escape, Storm Point - https://t.co/5knRcFSCy0",0.0,0.0,1.0,Positive
"Apex Legends' Stories, Outlands, Gridiron",0.0,1.0,0.0,Negative
"Apex Legends', Control mode",1.0,0.0,0.0,Intermediate
"Apex Legends, Halo Infinite, Grand Theft Auto V",0.0,0.0,1.0,Positive
"Apex Legends, PSN",2.0,0.0,0.0,Intermediate
"Apex Legends, Skull Town",0.0,0.0,1.0,Positive
"Apex Legends, Stories",1.0,0.0,0.0,Intermediate
"Apex Legends, Storm Point",1.0,0.0,0.0,Intermediate
"Apex Legends, https://t.co/M9ybb2o1dk",0.0,0.0,1.0,Positive
Apex Legends:,2.0,0.0,0.0,Intermediate
ApexLegends,3.0,3.0,2.0,Intermediate
ApexLegends Escape,0.0,0.0,2.0,Positive
"ApexLegends Escape, https://t.co/rmjO5yFd0O https://t.co/9KZBi3asXb",1.0,0.0,0.0,Intermediate
"ApexLegends, Control, Mad Maggie, Olympus",0.0,1.0,0.0,Negative
"ApexLegends, MAD MAGGIE",0.0,0.0,1.0,Positive
"ApexLegends, Monsters Within",0.0,0.0,1.0,Positive
"ApexLegends, Season 11",0.0,0.0,1.0,Positive
"ApexLegends, Stories, Outlands",0.0,0.0,1.0,Positive
Apocalypse Now,0.0,0.0,1.0,Positive
Apogee Entertainment,0.0,0.0,1.0,Positive
"AppGallery, Sponsored",5.0,0.0,0.0,Intermediate
"AppLovin, MoPub",1.0,0.0,0.0,Intermediate
"AppLovin, Twitter’s MoPub",1.0,0.0,0.0,Intermediate
Apple,25.0,18.0,16.0,Intermediate
Apple &,1.0,0.0,0.0,Intermediate
Apple Arcade,5.0,0.0,2.0,Intermediate
Apple Arcade https://t.co/WGMLEcIH5q https://t.co/VpFTtPTJjr,0.0,1.0,0.0,Negative
Apple Arcade https://t.co/ipsIErD8ep,1.0,0.0,0.0,Intermediate
Apple Arcade https://t.co/p0shKC6oLq,0.0,1.0,0.0,Negative
"Apple Arcade's, Tetris",1.0,0.0,0.0,Intermediate
"Apple Arcade, Grindstone",1.0,0.0,0.0,Intermediate
"Apple Arcade, Grindstone, Switch",1.0,0.0,0.0,Intermediate
"Apple Arcade, Lego Star Wars",0.0,1.0,0.0,Negative
"Apple Arcade, Nicola Sebastiani, PlayStation",2.0,0.0,0.0,Intermediate
"Apple Arcade, https://t.co/SqYnAUUu1X",0.0,0.0,1.0,Positive
Apple Music,3.0,0.0,0.0,Intermediate
"Apple Music, PlayStation 5",2.0,0.0,1.0,Intermediate
Apple One,1.0,0.0,0.0,Intermediate
"Apple One, Arcade, Music, iCloud",1.0,0.0,0.0,Intermediate
Apple TV,0.0,0.0,1.0,Positive
Apple TV Plus,1.0,0.0,0.0,Intermediate
"Apple TV, Xbox",1.0,0.0,0.0,Intermediate
Apple TV’s Foundation,1.0,0.0,0.0,Intermediate
Apple Wallet’s,0.0,0.0,1.0,Positive
Apple Watch Series,1.0,0.0,0.0,Intermediate
"Apple Watch, Credit @oklemenz https://t.co/Jlglzsxjrn",0.0,0.0,1.0,Positive
Apple https://t.co/JZTKUKCIH2,0.0,0.0,1.0,Positive
"Apple, A15 Bionic",2.0,0.0,0.0,Intermediate
"Apple, Apple",0.0,2.0,1.0,Negative
"Apple, Apple, IDFA",1.0,0.0,0.0,Intermediate
"Apple, Apple, https://t.co/evW7X3VAQL",1.0,0.0,0.0,Intermediate
"Apple, Bandai",0.0,0.0,1.0,Positive
"Apple, Bungie",0.0,0.0,1.0,Positive
"Apple, Deathloop",1.0,0.0,0.0,Intermediate
"Apple, Epic",2.0,1.0,4.0,Positive
"Apple, Epic Games, Apple",1.0,0.0,0.0,Intermediate
"Apple, Epic Games, https://t.co/OaqkU9nlAM",1.0,0.0,0.0,Intermediate
"Apple, Epic, Apple",1.0,3.0,0.0,Negative
"Apple, Epic, https://t.co/zJgxzZ9ePu",0.0,1.0,0.0,Negative
"Apple, Fortnite",2.0,2.0,3.0,Positive
"Apple, Fortnite, @jeffgrubb",0.0,1.0,0.0,Negative
"Apple, Fortnite, Apple, https://t.co/7xyJWmozbg",1.0,0.0,0.0,Intermediate
"Apple, Fortnite, Epic Games",0.0,1.0,0.0,Negative
"Apple, Fortnite, https://t.co/7xyJWmozbg",0.0,1.0,0.0,Negative
"Apple, GeForce Now",0.0,0.0,1.0,Positive
"Apple, Google",1.0,2.0,1.0,Negative
"Apple, M1 Pro, M1 Max",2.0,0.0,0.0,Intermediate
"Apple, MacBook Air M1 https://t.co/aIJ6rBt975 https://t.co/v7bUEgDddJ",1.0,0.0,0.0,Intermediate
"Apple, MacBook Pros",1.0,0.0,0.0,Intermediate
"Apple, MagSafe, M1 Pro, https://t.co/6bMqOcMpFy",0.0,0.0,1.0,Positive
"Apple, Netflix",0.0,1.0,0.0,Negative
"Apple, REALLY",0.0,0.0,1.0,Positive
"Apple, Stadia",1.0,0.0,0.0,Intermediate
"Apple, Stadia, xCloud, https://t.co/jIDy7uG74E",1.0,0.0,0.0,Intermediate
"Apple, The https://t.co/Mz1KhriD65 Podcast
https://t.co/bFssX10JY9",1.0,0.0,0.0,Intermediate
"Apple, Tinder",0.0,1.0,0.0,Negative
"Apple, Wordle",1.0,0.0,1.0,Intermediate
"Apple, https://t.co/2iWQPEGqX0",0.0,1.0,0.0,Negative
"Apple, https://t.co/7fchVGNZmU",1.0,0.0,0.0,Intermediate
"Apple, iPod 'Music Quiz'",1.0,0.0,0.0,Intermediate
AppleArcade,0.0,0.0,1.0,Positive
Aquamarine,0.0,0.0,1.0,Positive
Arc Raiders,1.0,0.0,0.0,Intermediate
"Arc Raiders, EA",1.0,0.0,0.0,Intermediate
Arceus https://t.co/eOAUfvu8uk,0.0,0.0,1.0,Positive
"Archie Comics, Fox",0.0,0.0,1.0,Positive
"Archie, Teen Planet #1",0.0,1.0,0.0,Negative
"Archives, Playground Games', Forza Horizon 4

",1.0,0.0,0.0,Intermediate
ArenaNet,0.0,1.0,0.0,Negative
"ArenaNet, Possibility Space",0.0,0.0,1.0,Positive
Arena’s Innistrad,0.0,0.0,1.0,Positive
"Argos

",1.0,0.0,0.0,Intermediate
Argos UK’s,1.0,0.0,0.0,Intermediate
Ariana Grande,0.0,1.0,0.0,Negative
Ariana Grande’s,0.0,0.0,1.0,Positive
Arise,0.0,1.0,0.0,Negative
"Arise, https://t.co/nHtfHJeyC1",0.0,1.0,0.0,Negative
Arkane,4.0,1.0,1.0,Intermediate
Arkane Lyon,1.0,0.0,0.0,Intermediate
Arkane Studios,1.0,0.0,0.0,Intermediate
"Arkane Studios, PlayStation, Xbox",0.0,1.0,0.0,Negative
"Arkane Studios, Sébastien Mitton",0.0,0.0,1.0,Positive
"Arkane Studios, Xbox, PlayStation",0.0,1.0,0.0,Negative
Arkane Studios‘ Prey,0.0,0.0,1.0,Positive
"Arkane, Deathloop",0.0,4.0,0.0,Negative
"Arkane, Deathloop, https://t.co/zSnckddwfb",0.0,0.0,1.0,Positive
Arkane’s Redfall,0.0,1.0,0.0,Negative
Arkanoid,1.0,0.0,0.0,Intermediate
Armor Games,0.0,0.0,1.0,Positive
Armored Core https://t.co/fVky0YOn87,0.0,0.0,1.0,Positive
ArmoredCore,0.0,0.0,1.0,Positive
Army of Thieves,0.0,0.0,1.0,Positive
Arrested Development,0.0,1.0,0.0,Negative
Artemis,0.0,0.0,2.0,Positive
"Artful, Escape, PlayStation",0.0,0.0,1.0,Positive
Article,1.0,0.0,0.0,Intermediate
"ArtofRally, PlayStation, https://t.co/LW0zicv6Kc",1.0,0.0,0.0,Intermediate
Ascent,1.0,0.0,1.0,Intermediate
"Ascent, DLC",1.0,0.0,0.0,Intermediate
"Ascent, ESRB",1.0,0.0,0.0,Intermediate
"Ascent, Xbox Game Pass",1.0,0.0,1.0,Intermediate
Asmodee,2.0,0.0,0.0,Intermediate
Aspire,1.0,0.0,0.0,Intermediate
Aspyr,0.0,2.0,0.0,Negative
"Aspyr, KOTOR",2.0,0.0,0.0,Intermediate
Assassin,1.0,0.0,6.0,Positive
"Assassin, Better Ubisoft",0.0,0.0,1.0,Positive
"Assassin, Nightmare",0.0,1.0,0.0,Negative
Assembly,0.0,1.0,1.0,Negative
"Assembly, Gareth Edmondson",0.0,0.0,1.0,Positive
Astaroth,0.0,1.0,0.0,Negative
Astra,1.0,0.0,0.0,Intermediate
"Astra, Google",0.0,0.0,1.0,Positive
Astragon Entertainment,0.0,0.0,2.0,Positive
"Astral Chain, PlatinumGames",1.0,0.0,0.0,Intermediate
"Astrid &, Lilly Save",0.0,0.0,1.0,Positive
Astrogen Entertainment,0.0,0.0,1.0,Positive
Atari,9.0,1.0,4.0,Intermediate
Atari 2600,0.0,0.0,1.0,Positive
Atari Lynx,0.0,0.0,1.0,Positive
Atari VCS,1.0,1.0,0.0,Intermediate
"Atari VCS, @jeffgrubb",0.0,1.0,0.0,Negative
"Atari, MobyGames",1.0,0.0,0.0,Intermediate
"Atari, VCS",0.0,2.0,0.0,Negative
"Atari, VCS, Google Chrome",1.0,0.0,0.0,Intermediate
"Atari, Wade Rosen, Atari, Atari",1.0,0.0,0.0,Intermediate
"Atari, https://t.co/h3G2FcP73d",1.0,0.0,0.0,Intermediate
"AtariQuest, Atari 2600",0.0,0.0,1.0,Positive
"Atelier Sophie 2:, the Mysterious Dream",0.0,0.0,1.0,Positive
"Atlas Health, Expand AI-Powered Patient",0.0,0.0,1.0,Positive
"Atlas Renewable, Initial 100MWh Project to Drive Decarbonization",0.0,0.0,1.0,Positive
"Atlus, RPG",1.0,0.0,0.0,Intermediate
"Atlus, https://t.co/FvT3mzuboY",0.0,0.0,1.0,Positive
AtomicMari,1.0,0.0,0.0,Intermediate
Atomontage,1.0,0.0,0.0,Intermediate
"Atrociraptors, Velociraptor",1.0,0.0,0.0,Intermediate
"Audio Radar, https://t.co/yawgeASNge",0.0,1.0,0.0,Negative
AudioMob,1.0,0.0,0.0,Intermediate
Aurora,1.0,0.0,0.0,Intermediate
"Authority for Consumers and Markets, Apple",1.0,0.0,0.0,Intermediate
Automata,1.0,0.0,0.0,Intermediate
"Avakin Life, Lockwood Publishing",0.0,2.0,0.0,Negative
"Avalanche Studios', Xbox Game Pass",1.0,0.0,0.0,Intermediate
Avatar,1.0,1.0,0.0,Intermediate
Avengers' Crystal Dynamics,0.0,0.0,1.0,Positive
"Avengers’ PlayStation, https://t.co/iiJQGOuCvU",0.0,0.0,2.0,Positive
"Avowed, Skyrim
https://t.co/bQUjaXfze1",0.0,0.0,1.0,Positive
Awesome,0.0,0.0,1.0,Positive
Awesome Games Done,0.0,0.0,1.0,Positive
"Awesome Games Done Quick, the Prevent Cancer Foundation",0.0,0.0,1.0,Positive
Axiom Verge 2,0.0,1.0,1.0,Negative
"Axiom Verge 2, Switch https://t.co/25Tqrana0d",0.0,0.0,1.0,Positive
"Axiom Verge 2, Switch https://t.co/X5amB8BHeT",0.0,0.0,1.0,Positive
"Axolotls, Minecraft",1.0,0.0,0.0,Intermediate
Ayzenberg Group,1.0,0.0,0.0,Intermediate
Azeray,1.0,0.0,0.0,Intermediate
BAFTA,0.0,1.0,1.0,Negative
"BATTLEGROUNDS, BATTLEGROUNDS, @PUBG",0.0,1.0,0.0,Negative
BBC iPlayer,1.0,0.0,0.0,Intermediate
"BBC iPlayer, PlayStation 5",1.0,0.0,0.0,Intermediate
"BBC iPlayer, the PlayStation 5",1.0,0.0,0.0,Intermediate
BF Portal Library,0.0,0.0,1.0,Positive
BF5,1.0,0.0,0.0,Intermediate
BFI,0.0,0.0,1.0,Positive
BLADEPOINT,0.0,0.0,1.0,Positive
"BLADEPOINT, @NARAKATHEGAME",0.0,0.0,1.0,Positive
"BMW, CES 2022",0.0,0.0,1.0,Positive
"BMW, Rocket League'",0.0,0.0,1.0,Positive
"BPM, FPS",0.0,0.0,1.0,Positive
"BPM, Xbox, PlayStation",1.0,0.0,0.0,Intermediate
"BRAND, Forbidden West",0.0,1.0,0.0,Negative
"BRIEF, Microsoft, Initiative, Square Enix's, Crystal Dynamics for Perfect Dark",0.0,0.0,1.0,Positive
BST,4.0,1.0,2.0,Intermediate
"BST, Register",0.0,1.0,0.0,Negative
"BST, the UX Design",0.0,0.0,1.0,Positive
Back 4 Blood,0.0,1.0,0.0,Negative
Bad Company 2,0.0,0.0,1.0,Positive
"Bad Company 2, GamesRadar",0.0,1.0,0.0,Negative
Balan Wonderworld https://t.co/RS1XnOCeC7,0.0,0.0,1.0,Positive
"Balan Wonderworld, https://t.co/jnPDTo58wv",0.0,1.0,0.0,Negative
Baldur,4.0,1.0,4.0,Intermediate
"Baldur's Gate 3, https://t.co/3vo1zncJkP",0.0,0.0,1.0,Positive
Baldur's Gate: Dark Alliance,0.0,0.0,1.0,Positive
"Baldur, LARPers",1.0,0.0,0.0,Intermediate
"Baldur, Larian",1.0,0.0,0.0,Intermediate
"Baldur, Larian Studios, https://t.co/t167MngKeK",1.0,0.0,0.0,Intermediate
Baldur’s Gate 3,1.0,0.0,0.0,Intermediate
Baldur’s Gate 3 and Back 4 Blood,1.0,0.0,0.0,Intermediate
Baldur’s Gate:,1.0,0.0,0.0,Intermediate
Banana Mania,1.0,0.0,0.0,Intermediate
Banana Mania’s,0.0,1.0,0.0,Negative
Bandai Namco,9.0,3.0,3.0,Intermediate
"Bandai Namco Europe, The Dark Pictures",1.0,0.0,0.0,Intermediate
Bandai Namco's,2.0,0.0,1.0,Intermediate
"Bandai Namco, Bandai Namco",0.0,2.0,0.0,Negative
"Bandai Namco, Collector",1.0,0.0,0.0,Intermediate
"Bandai Namco, FromSoftware",1.0,0.0,0.0,Intermediate
"Bandai Namco, Ultra Rumble, Xbox One",0.0,0.0,1.0,Positive
"Bandai Namco, VGC",0.0,1.0,0.0,Negative
"Bandai Namco, VR https://t.co/XkaW0UN3IJ https://t.co/u5Sf5gBOMC",1.0,0.0,0.0,Intermediate
"Bandai Namco, Xbox One",0.0,0.0,1.0,Positive
"Bandai Namco’s, https://t.co/GBfzFnLeoX",1.0,0.0,0.0,Intermediate
BandaiNamco,2.0,1.0,2.0,Intermediate
"BandaiNamco, GYAAR Studio",1.0,0.0,0.0,Intermediate
Bandcamp,0.0,1.0,0.0,Negative
Banjo-Kazooie,2.0,0.0,1.0,Intermediate
"Banjo-Kazooie', the Switch Online Expansion Pack",1.0,0.0,0.0,Intermediate
"Banjo-Kazooie, N64",1.0,0.0,0.0,Intermediate
"Banjo-Kazooie, N64, https://t.co/ftKDqOTaJZ",0.0,0.0,1.0,Positive
"Banjo-Kazooie, Nintendo Switch Online",2.0,0.0,0.0,Intermediate
"Banjo-Kazooie, Nintendo Switch Online + Expansion Pack, IGN, Banjo-Kazooie",1.0,0.0,0.0,Intermediate
"Banjo-Kazooie, Nintendo Switch Online + Expansion Pack, https://t.co/s2kanmV5fX",1.0,0.0,0.0,Intermediate
"Banjo-Kazooie, Nintendo Switch Online's, N64",1.0,0.0,0.0,Intermediate
"Banjo-Kazooie, SNES RPG, https://t.co/FWYBsEGA51",0.0,0.0,1.0,Positive
Banjo-Kazooie’s,1.0,0.0,0.0,Intermediate
Bank,0.0,0.0,1.0,Positive
Banner Saga,0.0,0.0,1.0,Positive
"Banner Saga, QA",0.0,2.0,0.0,Negative
"Banner Saga, Xbox",0.0,0.0,2.0,Positive
Bash Video,2.0,0.0,0.0,Intermediate
Baskets and Life With Louie,0.0,1.0,0.0,Negative
Batcave,0.0,0.0,1.0,Positive
Batman,12.0,1.0,6.0,Intermediate
Batman &,1.0,0.0,0.0,Intermediate
"Batman, Batman",1.0,1.0,2.0,Positive
"Batman, Batman, Catwoman",1.0,0.0,0.0,Intermediate
"Batman, Ghostface",1.0,0.0,0.0,Intermediate
"Batman, HBO",2.0,0.0,0.0,Intermediate
"Batman, Succession",0.0,0.0,1.0,Positive
"Batman, Superman",1.0,0.0,0.0,Intermediate
"Batman, https://t.co/mTFVZTvfTU",0.0,1.0,0.0,Negative
"Batman, https://t.co/zzHJObDuDf",0.0,1.0,0.0,Negative
"Batman, the Zodiac Killer",0.0,1.0,0.0,Negative
Batman/Superman,1.0,0.0,0.0,Intermediate
"Batman/Superman, https://t.co/lx7PXVS9oI",1.0,0.0,0.0,Intermediate
BattlEye,0.0,0.0,2.0,Positive
Battle Pass,2.0,0.0,0.0,Intermediate
Battle Rifle,0.0,1.0,0.0,Negative
BattlePass,2.0,0.0,0.0,Intermediate
"Battlefield Mobile', Android",0.0,1.0,0.0,Negative
"Battlefield Mobile, Conquest",0.0,1.0,0.0,Negative
"BattlefieldBeta, https://t.co/JAGjuAC23b",0.0,1.0,0.0,Negative
BattlefieldPortal,0.0,0.0,1.0,Positive
Battlegrounds,0.0,1.0,0.0,Negative
Battlegrounds Plus,0.0,0.0,1.0,Positive
Batwoman,0.0,1.0,0.0,Negative
Baymax,0.0,0.0,1.0,Positive
"Baymax, Baymax, HBO, BayMax",0.0,0.0,1.0,Positive
Bayonetta,0.0,0.0,1.0,Positive
Bayonetta 3,3.0,0.0,1.0,Intermediate
Bayonetta3,2.0,0.0,1.0,Intermediate
Beacon Pines,0.0,0.0,1.0,Positive
"Beadle &amp, Grimm, Magic: The Gathering https://t.co/9lioW8cZNm",1.0,0.0,0.0,Intermediate
Beamable,0.0,0.0,1.0,Positive
Beat Saber,0.0,1.0,0.0,Negative
BeatSaber,1.0,0.0,0.0,Intermediate
"Bedrock, Xbox Game Pass",1.0,0.0,0.0,Intermediate
Before I Forget,0.0,1.0,0.0,Negative
Behaviour Interactive,0.0,1.0,0.0,Negative
Behaviour Interactive's,0.0,0.0,1.0,Positive
"Behaviour Interactive's, COVID",0.0,0.0,1.0,Positive
Bel-Air,0.0,1.0,1.0,Negative
"Bel-Air, Peacock, AKA",0.0,0.0,1.0,Positive
"Bel-Air, https://t.co/UBjGhbaBlY https://t.co/llGXwPZMM3",0.0,0.0,1.0,Positive
Bel-Air:,0.0,0.0,1.0,Positive
Belka Games,1.0,0.0,0.0,Intermediate
"BenQ, @jeffgrubb",0.0,0.0,1.0,Positive
Benedetta,1.0,0.0,0.0,Intermediate
"Bert &, MCU",1.0,0.0,0.0,Intermediate
"Best Boss Award, GI, AJ Grand-Scrutton, Rocksteady, PlayStation London",0.0,0.0,1.0,Positive
"Best Boss Award, Sumo Leamington",0.0,0.0,1.0,Positive
"Best Film Critic, National Arts &",0.0,0.0,1.0,Positive
Best Game Direction,0.0,0.0,1.0,Positive
Best Overall Game of 2021,0.0,0.0,1.0,Positive
Best Visual,0.0,0.0,2.0,Positive
Better Together',0.0,0.0,1.0,Positive
Better Ubisoft,0.0,3.0,3.0,Negative
"Better Ubisoft, Activision",1.0,0.0,0.0,Intermediate
Beware,0.0,1.0,0.0,Negative
Beyond Good &,0.0,1.0,0.0,Negative
"Beyond Good &, Evil 

https://t.co/5ANgVr5XjV",0.0,0.0,1.0,Positive
"Beyond Good &, https://t.co/SPAKQBErgm https://t.co/UBn1CCfwvV",0.0,1.0,0.0,Negative
Beyond Good &amp,0.0,1.0,0.0,Negative
Beyond the Phone Screen,0.0,3.0,0.0,Negative
Big Brain Academy,3.0,0.0,1.0,Intermediate
Big Evil Corp,0.0,1.0,0.0,Negative
Big Star Citizen,0.0,1.0,0.0,Negative
"Big Time Studios, NFT",2.0,0.0,0.0,Intermediate
Bill &,1.0,0.0,0.0,Intermediate
"Bing, Google",2.0,0.0,0.0,Intermediate
BioShock,6.0,5.0,0.0,Intermediate
BioShock 4’s,0.0,1.0,0.0,Negative
"BioShock Collection', Switch, Amazon",0.0,0.0,1.0,Positive
"BioShock, Thief",1.0,0.0,0.0,Intermediate
"BioShock’s, https://t.co/BSjIW9v5Lh",0.0,1.0,0.0,Negative
BioWare,11.0,6.0,9.0,Intermediate
BioWare GM Aaryn Flynn,1.0,0.0,0.0,Intermediate
"BioWare GM Casey Hudson, https://t.co/Ez4aZ5zh1P",1.0,0.0,0.0,Intermediate
BioWare https://t.co/t6Ni01mEjm,0.0,0.0,1.0,Positive
BioWare's Command &,1.0,0.0,0.0,Intermediate
"BioWare, @jeffgrubb",1.0,0.0,0.0,Intermediate
"BioWare, Dragon Age",1.0,0.0,0.0,Intermediate
"BioWare, GM Casey Hudson and 'Dragon Age'",1.0,0.0,0.0,Intermediate
"BioWare, Garrus https://t.co/AMJxOXJg2F",1.0,0.0,0.0,Intermediate
"BioWare, K",0.0,1.0,0.0,Negative
"BioWare, Mass Effect",1.0,0.0,0.0,Intermediate
"BioWare, https://t.co/QvXrvhh8Hu",1.0,0.0,0.0,Intermediate
"BioWare, https://t.co/ZMbCopirPV",0.0,0.0,1.0,Positive
Bioshock to 'Half-Life,1.0,0.0,0.0,Intermediate
Bioware,2.0,0.0,1.0,Intermediate
Bioware Sonic RPG,0.0,0.0,1.0,Positive
"Bioware's, Sonic RPG",0.0,0.0,1.0,Positive
"Bioware, Mass Effect TV",1.0,0.0,0.0,Intermediate
BitSummit 2021 - https://t.co/RdD6FvmRXM,0.0,1.0,0.0,Negative
Bitmap Bureau's,2.0,0.0,0.0,Intermediate
Björk,1.0,0.0,0.0,Intermediate
Black Adam's,0.0,0.0,1.0,Positive
"Black Bird, PlayStation",1.0,0.0,1.0,Intermediate
Black Book,0.0,0.0,1.0,Positive
"Black Book, https://t.co/FOscBDu4ab",1.0,0.0,0.0,Intermediate
Black Dahlia,0.0,2.0,0.0,Negative
"Black Game Developer Fund's, Humble",1.0,0.0,0.0,Intermediate
Black Gaming Creator Program,3.0,0.0,0.0,Intermediate
Black Lotus,0.0,0.0,2.0,Positive
Black Mirror,1.0,0.0,0.0,Intermediate
Black Skylands,1.0,0.0,0.0,Intermediate
BlackWidow,1.0,0.0,0.0,Intermediate
BlackWidow Elite,0.0,2.0,1.0,Negative
"BlackWidow V3 TKL, Currys",0.0,0.0,1.0,Positive
"Blackbird Interactive - 
",0.0,0.0,1.0,Positive
Blackbird Interactive's,0.0,1.0,0.0,Negative
Blankos Block Party,3.0,0.0,0.0,Intermediate
Blankos Block Party',1.0,0.0,0.0,Intermediate
Blathers,1.0,0.0,0.0,Intermediate
Blendo Games',0.0,1.0,0.0,Negative
Blitz,0.0,0.0,1.0,Positive
BlizzCon,4.0,4.0,1.0,Intermediate
"BlizzCon, https://t.co/v6G64HQqkp",0.0,1.0,0.0,Negative
BlizzConline,1.0,1.0,0.0,Intermediate
"BlizzConline, https://t.co/4LCaCsRNtk https://t.co/gf9SMw3ZLk",1.0,0.0,0.0,Intermediate
"BlizzConline, https://t.co/qdgeBBy7k4",1.0,0.0,0.0,Intermediate
Blizzard,3.0,7.0,1.0,Negative
Blizzard Entertainment,0.0,0.0,1.0,Positive
Blizzard Entertainment's,2.0,0.0,0.0,Intermediate
"Blizzard Entertainment, Hart",0.0,0.0,1.0,Positive
"Blizzard Entertainment, IP",0.0,0.0,1.0,Positive
"Blizzard Entertainment, Jen Oneal",0.0,0.0,2.0,Positive
"Blizzard Workers Alliance, Microsoft",2.0,0.0,0.0,Intermediate
"Blizzard cancels, BlizzConline",0.0,1.0,0.0,Negative
"Blizzard, Diablo 4",1.0,0.0,0.0,Intermediate
"Blizzard, Diablo 4's",1.0,0.0,0.0,Intermediate
"Blizzard, Eternity's End",1.0,0.0,0.0,Intermediate
"Blizzard, Vicarious Visions",1.0,0.0,0.0,Intermediate
"Blizzard, Warcraft, Overwatch and Diablo",1.0,0.0,0.0,Intermediate
Blockbuster Video,0.0,0.0,1.0,Positive
"Blockchain Game Association, NFT",1.0,0.0,0.0,Intermediate
Bloober Team,3.0,0.0,0.0,Intermediate
BloodRayne Betrayal,0.0,1.0,0.0,Negative
Bloodhunt,1.0,1.0,0.0,Intermediate
Bloodlines 2,0.0,0.0,2.0,Positive
"Bloodlines 2, RPG",0.0,0.0,1.0,Positive
Bloodshore,0.0,1.0,0.0,Negative
Bloodstained,1.0,0.0,0.0,Intermediate
"BloodyStealer, GOG, Epic",1.0,0.0,0.0,Intermediate
"Blue Beetle, HBO",1.0,1.0,0.0,Intermediate
Blue Box Game Studios,0.0,1.0,0.0,Negative
"Blue Box Studios, https://t.co/otn8c1ggfg https://t.co/527w07TxwC",0.0,1.0,0.0,Negative
"Blue's, Snowball USB, RRP",0.0,0.0,1.0,Positive
"Bluepoint, Demon's Souls",0.0,1.0,0.0,Negative
"Bo Burnham's, Dune, IGN",0.0,0.0,1.0,Positive
Bodega Cat Suit,1.0,0.0,0.0,Intermediate
"Bodega Cat Suit, https://t.co/vqjK1p4Hke",1.0,0.0,0.0,Intermediate
"Bodega Cat, Spider-Man: Miles Morales",0.0,1.0,0.0,Negative
Boeing,1.0,0.0,0.0,Intermediate
Bond,1.0,0.0,1.0,Intermediate
"Bond, https://t.co/zRv4YjZkOT",0.0,1.0,0.0,Negative
Bonfire Peaks,3.0,0.0,0.0,Intermediate
"Boooo, FIFA, ref",0.0,1.0,0.0,Negative
Borderlands,2.0,0.0,0.0,Intermediate
Borderlands 2 DLC,0.0,0.0,1.0,Positive
"Borderlands 2’s, Tiny Tina’s Assault",0.0,1.0,0.0,Negative
"Borderlands, Pringles",0.0,0.0,1.0,Positive
"Borderlands, Tiny Tina's",1.0,0.0,0.0,Intermediate
"Borderlands, https://t.co/b5zYPhjWoQ",2.0,0.0,0.0,Intermediate
Boss Bunny,1.0,0.0,0.0,Intermediate
"Bossa Studios, Sponsored",0.0,0.0,2.0,Positive
"Bowflex, SelectTech, Apple",0.0,0.0,1.0,Positive
Bowser's Fury,0.0,1.0,0.0,Negative
Box Office,0.0,1.0,0.0,Negative
Boyfriend Dungeon,1.0,0.0,1.0,Intermediate
Boyfriend Dungeon's,0.0,0.0,1.0,Positive
BoyfriendDungeon,0.0,0.0,1.0,Positive
Braid,1.0,0.0,0.0,Intermediate
Brain,1.0,0.0,0.0,Intermediate
Bravely Default 2,0.0,0.0,1.0,Positive
Brawler,1.0,0.0,0.0,Intermediate
"Brazilian, Wildlife Studios",1.0,0.0,0.0,Intermediate
Breach,0.0,1.0,0.0,Negative
Breast Cancer Research Foundation,0.0,1.0,0.0,Negative
Breath Of The Wild,0.0,0.0,3.0,Positive
Breath of the Wild,6.0,1.0,7.0,Positive
Breath of the Wild https://t.co/FpZJfcs7XE,0.0,0.0,1.0,Positive
Breath of the Wild's,0.0,1.0,0.0,Negative
